compound name,smiles,[-CH3],[-CH2-],[>CH-],[>C<],(-CH2-)R,(>CH-)R,(>C<)R,[=CH2],[=CH-],[=C<],(=CH-)R,(=C<)R,aCHa,saCa,aaCa,[-OH](alcohol),[-OH](phenol),[-O-],(-O-)R,[>C=O],(>C=O)R,[-CHO],[-COO-],[-COOH],FP,MW
"(2R,3S)-2,3-dimethyloxirane",C[C@@H]1O[C@@H]1C,41.6667,0,0,0,0,36.1111,0,0,0,0,0,0,0,0,0,0,0,0,22.2222,0,0,0,0,0,251.45,72
2-methylpropyl pentanoate,CCCCC(=O)OCC(C)C,28.481,35.443,8.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8481,0,332.55,158
7-methyloctan-4-one,CCCC(=O)CCC(C)C,31.6901,39.4366,9.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7183,0,0,0,0,330.75,142
"Phenol, 2-butyl-5-methyl- (9CI)",CCCCc1ccc(C)cc1O,18.2927,25.6098,0,0,0,0,0,0,0,0,0,0,23.7805,21.9512,0,0,10.3659,0,0,0,0,0,0,0,388.95,164
heptyl octanoate,CCCCCCCOC(=O)CCCCCCC,12.3967,69.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818,0,403.15,242
1-Undecanal,CCCCCCCCCCC=O,8.8235,74.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0588,0,0,369.25,170
"(1,1'-Biphenyl)-4,4'-diol",Oc1ccc(-c2ccc(O)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,55.914,25.8065,0,0,18.2796,0,0,0,0,0,0,0,449.25,186
"Acetic acid, 2-ethylbutyl ester",CCC(CC)COC(C)=O,31.25,29.1667,9.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5556,0,325.95,144
1-ethoxynaphthalene,CCOc1cccc2ccccc12,8.7209,8.1395,0,0,0,0,0,0,0,0,0,0,52.907,6.9767,13.9535,0,0,9.3023,0,0,0,0,0,0,382.55,172
"2,6-dimethylheptan-3-ol",CC(C)CCC(O)C(C)C,41.6667,19.4444,27.0833,0,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,342.95,144
"Hydroquinone, 2,3-dimethyl- (8CI)",Cc1c(O)ccc(O)c1C,21.7391,0,0,0,0,0,0,0,0,0,0,0,18.8406,34.7826,0,0,24.6377,0,0,0,0,0,0,0,418.55,138
"2,6-dimethyloct-2-ene",CCC(C)CCC=C(C)C,42.8571,30,9.2857,0,0,0,0,0,9.2857,8.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.15,140
"Propanoic acid, 2-phenylethyl ester",CCC(=O)OCCc1ccccc1,8.427,23.5955,0,0,0,0,0,0,0,0,0,0,36.5169,6.7416,0,0,0,0,0,0,0,0,24.7191,0,367.55,178
1-phenylpropan-2-ylbenzene,CC(Cc1ccccc1)c1ccccc1,7.6531,7.1429,6.6327,0,0,0,0,0,0,0,0,0,66.3265,12.2449,0,0,0,0,0,0,0,0,0,0,385.05,196
(5-methyl-2-propan-2-ylphenyl) acetate,CC(=O)Oc1cc(C)ccc1C(C)C,31.25,0,6.7708,0,0,0,0,0,0,0,0,0,20.3125,18.75,0,0,0,0,0,0,0,0,22.9167,0,367.35,192
"Benzenemethanol, 4-(1,1-dimethylethyl)-",CC(C)(C)c1ccc(CO)cc1,27.439,8.5366,0,7.3171,0,0,0,0,0,0,0,0,31.7073,14.6341,0,10.3659,0,0,0,0,0,0,0,0,377.95,164
"1-Butanol, 4-phenyl- (8CI)",OCCCCc1ccccc1,0,37.3333,0,0,0,0,0,0,0,0,0,0,43.3333,8,0,11.3333,0,0,0,0,0,0,0,0,387.45,150
"Anthracene, 9-methyl-",Cc1c2ccccc2cc2ccccc12,7.8125,0,0,0,0,0,0,0,0,0,0,0,60.9375,6.25,25,0,0,0,0,0,0,0,0,0,430.65,192
"2-Propene-1,1-diol, diacetate",C=CC(OC(C)=O)OC(C)=O,18.9873,0,8.2278,0,0,0,0,8.8608,8.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6962,0,351.45,158
"6,7-dimethyl-1,2,3,4-tetrahydronaphthalene",Cc1cc2c(cc1C)CCCC2,18.75,0,0,0,35,0,0,0,0,0,0,0,16.25,30,0,0,0,0,0,0,0,0,0,0,374.65,160
"(1R,3S)-1-ethyl-3-methylcyclohexane",CC[C@@H]1CCC[C@H](C)C1,23.8095,11.1111,0,0,44.4444,20.6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.05,126
"1,7-dimethylnaphthalene",Cc1ccc2cccc(C)c2c1,19.2308,0,0,0,0,0,0,0,0,0,0,0,50,15.3846,15.3846,0,0,0,0,0,0,0,0,0,381.85,156
dimethyl oxalate,COC(=O)C(=O)OC,25.4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5763,0,348.15,118
"1,2,3-trimethylcyclohexane",CC1CCCC(C)C1C,35.7143,0,0,0,33.3333,30.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.05,126
"1,1,3-trimethylcyclopentane",CC1CCC(C)(C)C1,40.1786,0,0,0,37.5,11.6071,10.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.55,112
"Cyclohexanol, 2-phenyl-",OC1CCCCC1c1ccccc1,0,0,0,0,31.8182,14.7727,0,0,0,0,0,0,36.9318,6.8182,0,9.6591,0,0,0,0,0,0,0,0,386.45,176
"7-Oxabicyclo(4.1.0)heptane, 3-(epoxyethyl)-",C1CC2OC2CC1C1CO1,0,0,0,0,40,37.1429,0,0,0,0,0,0,0,0,0,0,0,0,22.8571,0,0,0,0,0,359.55,140
"Valeric acid, pentyl ester (8CI)",CCCCCOC(=O)CCCC,17.4419,56.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5814,0,349.65,172
"3-Hexanone, 2-methyl-",CCCC(=O)C(C)C,39.4737,24.5614,11.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5614,0,0,0,0,297.05,114
1-hydroxybutan-2-one,CCC(=O)CO,17.0455,31.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3182,0,0,0,31.8182,0,0,0,0,333.15,88
5decene,CCCCC=CCCCC,21.4286,60,0,0,0,0,0,0,18.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,140
"1-Hexanol, 2,3-epoxy-2-ethyl-",CCCC1OC1(CC)CO,20.8333,38.8889,0,0,0,9.0278,8.3333,0,0,0,0,0,0,0,0,11.8056,0,0,11.1111,0,0,0,0,0,347.05,144
pentan-2-ylbenzene,CCCC(C)c1ccccc1,20.2703,18.9189,8.7838,0,0,0,0,0,0,0,0,0,43.9189,8.1081,0,0,0,0,0,0,0,0,0,0,333.75,148
"Methanone, (4-methoxyphenyl)phenyl-",COc1ccc(C(=O)c2ccccc2)cc1,7.0755,0,0,0,0,0,0,0,0,0,0,0,55.1887,16.9811,0,0,0,7.5472,0,13.2075,0,0,0,0,428.85,212
hept-6-enoic acid,C=CCCCCC(=O)O,0,43.75,0,0,0,0,0,10.9375,10.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1562,386.45,128
"Butanoic acid, 3-methyl-, 2-methylpropyl ester",CC(C)COC(=O)CC(C)C,37.9747,17.7215,16.4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8481,0,323.65,158
propyl 2-hydroxybenzoate,CCCOC(=O)c1ccccc1O,8.3333,15.5556,0,0,0,0,0,0,0,0,0,0,28.8889,13.3333,0,0,9.4444,0,0,0,0,0,24.4444,0,373.65,180
"1,1,3,3-tetramethoxypropane",COC(CC(OC)OC)OC,36.5854,8.5366,15.8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0244,0,0,0,0,0,0,327.55,164
"1-Propanol, 3-phenyl-, formate",O=COCCCc1ccccc1,0,25.6098,0,0,0,0,0,0,0,0,0,0,39.6341,7.3171,0,0,0,9.7561,0,0,0,17.6829,0,0,374.55,164
"1,2,3,4,5,6,7,8-octahydrophenanthrene",c1cc2c(c3c1CCCC3)CCCC2,0,0,0,0,60.2151,0,0,0,0,0,0,0,13.9785,25.8065,0,0,0,0,0,0,0,0,0,0,405.35,186
2-Buten-1-ol,CC=CCO,20.8333,19.4444,0,0,0,0,0,0,36.1111,0,0,0,0,0,0,23.6111,0,0,0,0,0,0,0,0,310.15,72
"Dibenz(a,j)anthracene",c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,0,0,0,0,0,0,0,0,0,0,0,0,65.4676,0,34.5324,0,0,0,0,0,0,0,0,0,537.65,278
"4-methoxy-1,2-dimethylbenzene",COc1ccc(C)c(C)c1,33.0882,0,0,0,0,0,0,0,0,0,0,0,28.6765,26.4706,0,0,0,11.7647,0,0,0,0,0,0,348.75,136
6-methylhept-1-ene,C=CCCCC(C)C,26.7857,37.5,11.6071,0,0,0,0,12.5,11.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.65,112
Acephenanthrylene,C1=Cc2cc3ccccc3c3cccc1c23,0,0,0,0,0,0,0,0,0,0,12.8713,0,51.4851,11.8812,23.7624,0,0,0,0,0,0,0,0,0,461.75,202
[(E)-but-2-enyl]benzene,C/C=C/Cc1ccccc1,11.3636,10.6061,0,0,0,0,0,0,19.697,0,0,0,49.2424,9.0909,0,0,0,0,0,0,0,0,0,0,329.35,132
"1-Pentanol, 4-methyl- (9CI)",CC(C)CCCO,29.4118,41.1765,12.7451,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,324.85,102
4methyl2pentanol,CC(C)CC(C)O,44.1176,13.7255,25.4902,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,314,102
"Oxirane, 2,2'-(oxybis(methylene))bis-",C(OCC1CO1)C1CO1,0,21.5385,0,0,21.5385,20,0,0,0,0,0,0,0,0,0,0,0,12.3077,24.6154,0,0,0,0,0,343.75,130
"2-O-(8-methylnonyl) 1-O-octyl benzene-1,2-dicarboxylate",CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,10.7656,46.89,3.11,0,0,0,0,0,0,0,0,0,12.4402,5.7416,0,0,0,0,0,0,0,0,21.0526,0,497.75,418
butan-2-ylcyclohexane,CCC(C)C1CCCCC1,21.4286,10,9.2857,0,50,9.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.35,140
Myristaldehyde (8CI),CCCCCCCCCCCCCC=O,7.0755,79.2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6792,0,0,394.65,212
2decene,CC=CCCCCCCC,21.4286,60,0,0,0,0,0,0,18.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.15,140
methyl 3-methylbenzoate,COC(=O)c1cccc(C)c1,20,0,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,0,0,0,0,0,29.3333,0,368.75,150
(E)-hex-3-enoic acid,CC/C=C/CC(=O)O,13.1579,24.5614,0,0,0,0,0,0,22.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4737,379.55,114
"1H-Indene, 2,3-dihydro-1,1-dimethyl-6-(1,1-dimethylethyl)-",CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,37.1287,0,0,5.9406,13.8614,0,5.9406,0,0,0,0,0,19.3069,17.8218,0,0,0,0,0,0,0,0,0,0,367.25,202
2-methyloctan-2-ol,CCCCCCC(C)(C)O,31.25,48.6111,0,8.3333,0,0,0,0,0,0,0,0,0,0,0,11.8056,0,0,0,0,0,0,0,0,344.25,144
"m-Dioxane-4-ethanol, 4-methyl-",CC1(CCO)CCOCO1,10.274,19.1781,0,0,28.7671,0,8.2192,0,0,0,0,0,0,0,0,11.6438,0,0,21.9178,0,0,0,0,0,374.65,146
2-Ethoxycyclohexan-1-ol,CCOC1CCCCC1O,10.4167,9.7222,0,0,38.8889,18.0556,0,0,0,0,0,0,0,0,0,11.8056,0,11.1111,0,0,0,0,0,0,353.55,144
Methyl 1-naphthyl ether,COc1cccc2ccccc12,9.4937,0,0,0,0,0,0,0,0,0,0,0,57.5949,7.5949,15.1899,0,0,10.1266,0,0,0,0,0,0,375.45,158
"methyl 3,4-dimethoxybenzoate",COC(=O)c1ccc(OC)c(OC)c1,22.9592,0,0,0,0,0,0,0,0,0,0,0,19.898,18.3673,0,0,0,16.3265,0,0,0,0,22.449,0,395.35,196
"Octanal, 2-(phenylmethylene)-",CCCCCCC(C=O)=Cc1ccccc1,6.9444,32.4074,0,0,0,0,0,0,6.0185,5.5556,0,0,30.0926,5.5556,0,0,0,0,0,0,0,13.4259,0,0,413.65,216
3octanol,CCCCCC(O)CC,23.0769,53.8462,10,0,0,0,0,0,0,0,0,0,0,0,0,13.0769,0,0,0,0,0,0,0,0,338,130
2methyl3pentanol,CCC(O)C(C)C,44.1176,13.7255,25.4902,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,319,102
"2,5-dimethylbenzene-1,3-diol",Cc1cc(O)c(C)c(O)c1,21.7391,0,0,0,0,0,0,0,0,0,0,0,18.8406,34.7826,0,0,24.6377,0,0,0,0,0,0,0,413.95,138
"2-Propanone, 1,3-diphenyl-",O=C(Cc1ccccc1)Cc1ccccc1,0,13.3333,0,0,0,0,0,0,0,0,0,0,61.9048,11.4286,0,0,0,0,0,13.3333,0,0,0,0,422.55,210
"1,3-Cyclohexadiene, 2-methyl-5-(1-methylethyl)-",CC1=CCC(C(C)C)C=C1,33.0882,0,9.5588,0,10.2941,9.5588,0,0,0,0,28.6765,8.8235,0,0,0,0,0,0,0,0,0,0,0,0,320.35,136
"Benzene, 1-methoxy-4-(2-propenyl)-",C=CCc1ccc(OC)cc1,10.1351,9.4595,0,0,0,0,0,9.4595,8.7838,0,0,0,35.1351,16.2162,0,0,0,10.8108,0,0,0,0,0,0,354.15,148
oxolan-3-ol,OC1CCOC1,0,0,0,0,47.7273,14.7727,0,0,0,0,0,0,0,0,0,19.3182,0,0,18.1818,0,0,0,0,0,354.25,88
"Benz(a)anthracene, 1-methyl-",Cc1cccc2ccc3cc4ccccc4cc3c12,6.1983,0,0,0,0,0,0,0,0,0,0,0,59.0909,4.9587,29.7521,0,0,0,0,0,0,0,0,0,490.95,242
"Phenol, 2-(1-methylpropyl)-",CCC(C)c1ccccc1O,20,9.3333,8.6667,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,11.3333,0,0,0,0,0,0,0,385.15,150
2octene,CC=CCCCCC,26.7857,50,0,0,0,0,0,0,23.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,112
"2-ethyl-1,2,3,4-tetrahydronaphthalene",CCC1CCc2ccccc2C1,9.375,8.75,0,0,26.25,8.125,0,0,0,0,0,0,32.5,15,0,0,0,0,0,0,0,0,0,0,365.95,160
2methyl2butene,CC=C(C)C,64.2857,0,0,0,0,0,0,0,18.5714,17.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,70
"Biphenyl, 4-isopropyl-",CC(C)c1ccc(-c2ccccc2)cc1,15.3061,0,6.6327,0,0,0,0,0,0,0,0,0,59.6939,18.3673,0,0,0,0,0,0,0,0,0,0,406.45,196
"2-Propen-1-ol, 2-methyl-3-phenyl-",CC(=Cc1ccccc1)CO,10.1351,9.4595,0,0,0,0,0,0,8.7838,8.1081,0,0,43.9189,8.1081,0,11.4865,0,0,0,0,0,0,0,0,395.65,148
"2-Propen-1-one, 1-(4-methoxyphenyl)-3-phenyl-",COc1ccc(C(=O)C=Cc2ccccc2)cc1,6.3025,0,0,0,0,0,0,0,10.9244,0,0,0,49.1597,15.1261,0,0,0,6.7227,0,11.7647,0,0,0,0,453.65,238
"Propanoic acid, 2-hydroxy-, (S)- (9CI)",C[C@H](O)C(=O)O,16.6667,0,14.4444,0,0,0,0,0,0,0,0,0,0,0,0,18.8889,0,0,0,0,0,0,0,50,383.05,90
3-Buten-2-ol,C=CC(C)O,20.8333,0,18.0556,0,0,0,0,19.4444,18.0556,0,0,0,0,0,0,23.6111,0,0,0,0,0,0,0,0,289.85,72
oxepane,C1CCCOCC1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,287.35,100
1-prop-2-enylnaphthalene,C=CCc1cccc2ccccc12,0,8.3333,0,0,0,0,0,8.3333,7.7381,0,0,0,54.1667,7.1429,14.2857,0,0,0,0,0,0,0,0,0,392.65,168
"1,6-dimethyl-4-propan-2-ylnaphthalene",Cc1ccc2c(C)ccc(C(C)C)c2c1,30.303,0,6.5657,0,0,0,0,0,0,0,0,0,32.8283,18.1818,12.1212,0,0,0,0,0,0,0,0,0,413.45,198
1-propylnaphthalene,CCCc1cccc2ccccc12,8.8235,16.4706,0,0,0,0,0,0,0,0,0,0,53.5294,7.0588,14.1176,0,0,0,0,0,0,0,0,0,392.05,170
1-methyl-4-prop-1-en-2-ylbenzene,C=C(C)c1ccc(C)cc1,22.7273,0,0,0,0,0,0,10.6061,0,9.0909,0,0,39.3939,18.1818,0,0,0,0,0,0,0,0,0,0,332.55,132
cyclohexyl 2-methylprop-2-enoate,C=C(C)C(=O)OC1CCCCC1,8.9286,0,0,0,41.6667,7.7381,0,8.3333,0,7.1429,0,0,0,0,0,0,0,0,0,0,0,0,26.1905,0,355.15,168
"Hexanoic acid, 2-propenyl ester",C=CCOC(=O)CCCCC,9.6154,44.8718,0,0,0,0,0,8.9744,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2051,0,347.15,156
1-phenylpropan-2-one,CC(=O)Cc1ccccc1,11.194,10.4478,0,0,0,0,0,0,0,0,0,0,48.5075,8.9552,0,0,0,0,0,20.8955,0,0,0,0,360.65,134
"2,4-Hexanediol",CCC(O)CC(C)O,25.4237,23.7288,22.0339,0,0,0,0,0,0,0,0,0,0,0,0,28.8136,0,0,0,0,0,0,0,0,374.15,118
1-propan-2-yloxypropan-2-ol,CC(O)COC(C)C,38.1356,11.8644,22.0339,0,0,0,0,0,0,0,0,0,0,0,0,14.4068,0,13.5593,0,0,0,0,0,0,321.35,118
methyl 3-methylbutanoate,COC(=O)CC(C)C,38.7931,12.069,11.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.931,0,292.55,116
"Butyric acid, 2-methyl-, ethyl ester (8CI)",CCOC(=O)C(C)CC,34.6154,21.5385,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8462,0,306.55,130
"Benzene, 1,2-(methylenedioxy)-4-propenyl-",CC=Cc1ccc2c(c1)OCO2,9.2593,0,0,0,8.642,0,0,0,16.0494,0,0,0,24.0741,22.2222,0,0,0,0,19.7531,0,0,0,0,0,383.15,162
"(1Z,5Z)-cycloocta-1,5-diene",C1=C\CC/C=C\CC/1,0,0,0,0,51.8519,0,0,0,0,0,48.1481,0,0,0,0,0,0,0,0,0,0,0,0,0,311.15,108
"1-Butanol, 3-methoxy-",COC(C)CCO,28.8462,26.9231,12.5,0,0,0,0,0,0,0,0,0,0,0,0,16.3462,0,15.3846,0,0,0,0,0,0,319.85,104
"Propanedioic acid, butyl-, diethyl ester",CCCCC(C(=O)OCC)C(=O)OCC,20.8333,32.4074,6.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7407,0,366.15,216
"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-",Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,47.7273,0,0,10.9091,0,0,0,0,0,0,0,0,11.8182,21.8182,0,0,7.7273,0,0,0,0,0,0,0,391.55,220
"Phenol, p-butoxy- (8CI)",CCCCOc1ccc(O)cc1,9.0361,25.3012,0,0,0,0,0,0,0,0,0,0,31.3253,14.4578,0,0,10.241,9.6386,0,0,0,0,0,0,405.55,166
4-methylidene-1-propan-2-ylcyclohexene,C=C1CC=C(C(C)C)CC1,22.0588,0,9.5588,0,30.8824,0,0,10.2941,0,0,9.5588,17.6471,0,0,0,0,0,0,0,0,0,0,0,0,319.65,136
"Phenol, 4-(1-methylethyl)-",CC(C)c1ccc(O)cc1,22.0588,0,9.5588,0,0,0,0,0,0,0,0,0,38.2353,17.6471,0,0,12.5,0,0,0,0,0,0,0,368.45,136
"2-Propenoic acid, 2-ethylbutyl ester",C=CC(=O)OCC(CC)CC,19.2308,26.9231,8.3333,0,0,0,0,8.9744,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2051,0,328.85,156
"Acetic acid, 4-methylphenyl ester",CC(=O)Oc1ccc(C)cc1,20,0,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,0,0,0,0,0,29.3333,0,363.15,150
"1,3-Benzodioxole-5-methanol, alpha-ethenyl-",C=CC(O)c1ccc2c(c1)OCO2,0,0,7.3034,0,7.8652,0,0,7.8652,7.3034,0,0,0,21.9101,20.2247,0,9.5506,0,0,17.9775,0,0,0,0,0,408.35,178
"1-Propanol, 3-(1-methylethoxy)- (9CI)",CC(C)OCCCO,25.4237,35.5932,11.0169,0,0,0,0,0,0,0,0,0,0,0,0,14.4068,0,13.5593,0,0,0,0,0,0,328.35,118
"Naphthalene, 2,3-dimethyl- (8CI)(9CI)",Cc1cc2ccccc2cc1C,19.2308,0,0,0,0,0,0,0,0,0,0,0,50,15.3846,15.3846,0,0,0,0,0,0,0,0,0,387.15,156
"6-Octen-1-ol, 3,7-dimethyl-",CC(C)=CCCC(C)CCO,28.8462,35.8974,8.3333,0,0,0,0,0,8.3333,7.6923,0,0,0,0,0,10.8974,0,0,0,0,0,0,0,0,371.45,156
1-methyl-2-prop-2-enylbenzene,C=CCc1ccccc1C,11.3636,10.6061,0,0,0,0,0,10.6061,9.8485,0,0,0,39.3939,18.1818,0,0,0,0,0,0,0,0,0,0,330.45,132
3ethoxypropionicacid,CCOCCC(=O)O,12.7119,35.5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5593,0,0,0,0,0,38.1356,380.35,118
"Naphthalene, 2-(1-methylethyl)-",CC(C)c1ccc2ccccc2c1,17.6471,0,7.6471,0,0,0,0,0,0,0,0,0,53.5294,7.0588,14.1176,0,0,0,0,0,0,0,0,0,382.85,170
3-Phenylpropionaldehyde,O=CCCc1ccccc1,0,20.8955,0,0,0,0,0,0,0,0,0,0,48.5075,8.9552,0,0,0,0,0,0,0,21.6418,0,0,368.15,134
1-methyl-2-phenoxybenzene,Cc1ccccc1Oc1ccccc1,8.1522,0,0,0,0,0,0,0,0,0,0,0,63.587,19.5652,0,0,0,8.6957,0,0,0,0,0,0,380.05,184
"diethyl cyclopropane-1,1-dicarboxylate",CCOC(=O)C1(C(=O)OCC)CC1,16.129,15.0538,0,0,15.0538,0,6.4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3118,0,359.85,186
"Phenethyl alcohol, alpha-ethyl-alpha-methyl-",CCC(C)(O)Cc1ccccc1,18.2927,17.0732,0,7.3171,0,0,0,0,0,0,0,0,39.6341,7.3171,0,10.3659,0,0,0,0,0,0,0,0,371.75,164
"Ethaneperoxoic acid, 1,1-dimethylethyl ester",CC(=O)OOC(C)(C)C,45.4545,0,0,9.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1212,0,0,0,0,33.3333,0,312.95,132
"2,4-dimethylbenzoic acid",Cc1ccc(C(=O)O)c(C)c1,20,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,0,0,0,30,404.45,150
"6-Octen-1-ol, 3,7-dimethyl-, acetate",CC(=O)OCCC(C)CCC=C(C)C,30.303,28.2828,6.5657,0,0,0,0,0,6.5657,6.0606,0,0,0,0,0,0,0,0,0,0,0,0,22.2222,0,361.35,198
"4,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(C(=O)C1)C2(C)C,29.6053,0,0,0,27.6316,8.5526,15.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4211,0,0,0,342.45,152
"Benzyl alcohol, m-hydroxy- (8CI)",OCc1cccc(O)c1,0,11.2903,0,0,0,0,0,0,0,0,0,0,41.9355,19.3548,0,13.7097,13.7097,0,0,0,0,0,0,0,420.485,124
"Undecanoic acid, methyl ester",CCCCCCCCCCC(=O)OC,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,382.55,200
"Butanoic acid, 3-methyl-, 3-phenyl-2-propenyl ester",CC(C)CC(=O)OCC=Cc1ccccc1,13.7615,12.844,5.9633,0,0,0,0,0,11.9266,0,0,0,29.8165,5.5046,0,0,0,0,0,0,0,0,20.1835,0,401.45,218
(3-methoxyphenyl)methanol,COc1cccc(CO)c1,10.8696,10.1449,0,0,0,0,0,0,0,0,0,0,37.6812,17.3913,0,12.3188,0,11.5942,0,0,0,0,0,0,383.05,138
4-propan-2-ylcyclohexene-1-carbaldehyde,CC(C)C1CC=C(C=O)CC1,19.7368,0,8.5526,0,27.6316,8.5526,0,0,0,0,8.5526,7.8947,0,0,0,0,0,0,0,0,0,19.0789,0,0,356.75,152
"Benzene, 1,3,5-tris(1,1-dimethylethyl)-",CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,54.878,0,0,14.6341,0,0,0,0,0,0,0,0,15.8537,14.6341,0,0,0,0,0,0,0,0,0,0,372.25,246
1-Hexen-3-ol,C=CC(O)CCC,15,28,13,0,0,0,0,14,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,308.15,100
"Hexanedioic acid, diethyl ester",CCOC(=O)CCCCC(=O)OCC,14.8515,41.5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5644,0,384.55,202
"Acetic acid, butoxy-",CCCCOCC(=O)O,11.3636,42.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1212,0,0,0,0,0,34.0909,370.65,132
"1,3-diethyl-5-methylbenzene",CCc1cc(C)cc(CC)c1,30.4054,18.9189,0,0,0,0,0,0,0,0,0,0,26.3514,24.3243,0,0,0,0,0,0,0,0,0,0,342.95,148
"Phenol, 2-methoxy-4-propyl-",CCCc1ccc(O)c(OC)c1,18.0723,16.8675,0,0,0,0,0,0,0,0,0,0,23.494,21.6867,0,0,10.241,9.6386,0,0,0,0,0,0,386.15,166
"Cyclohexanecarboxaldehyde, 3,3,5-trimethyl-",CC1CC(C=O)CC(C)(C)C1,29.2208,0,0,0,27.2727,16.8831,7.7922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8312,0,0,336.95,154
"1,6-Octadien-3-ol, 3,7-dimethyl-, benzoate",C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,17.4419,10.8527,0,4.6512,0,0,0,5.4264,10.0775,4.6512,0,0,25.1938,4.6512,0,0,0,0,0,0,0,0,17.0543,0,431.85,258
"6-Octen-1-ol, 3,7-dimethyl-, formate",CC(C)=CCCC(C)CCOC=O,24.4565,30.4348,7.0652,0,0,0,0,0,7.0652,6.5217,0,0,0,0,0,0,0,8.6957,0,0,0,15.7609,0,0,365.35,184
"Benzene, 1-methoxy-4-propyl-",CCCc1ccc(OC)cc1,20,18.6667,0,0,0,0,0,0,0,0,0,0,34.6667,16,0,0,0,10.6667,0,0,0,0,0,0,363.15,150
"Nonanedioic acid, bis(2-ethylhexyl) ester",CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,14.5631,57.767,6.3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3592,0,457.75,412
